aug_sigma33_20190428_234834.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190429_004821.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190429_093152.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190429_094511.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190429_114950.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190429_115136.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190429_115224.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190429_115358.npz,1,0.02,0.02,0,0.1,nearest,0.33
aug_sigma33_20190504_182334.npz,1,0.02,0.02,0,0.1,nearest,0.33
